Cod. Municipio|Departamento|Municipio|AÑO|Población municipio|Total Hombres|Total Mujeres|% mujeres municipio|% jóvenes municipio
05665|Antioquia|San Pedro de Urabá|2024|33180|16986|16194|48,806509945750456|24,116937914406268
05667|Antioquia|San Rafael|2024|16617|8283|8334|50,15345730276223|20,822049708130226
05670|Antioquia|San Roque|2024|22966|11592|11374|49,52538535225986|21,179134372550728
05674|Antioquia|San Vicente|2024|23546|12278|11268|47,855262040261614|21,88057419519239
05679|Antioquia|Santa Bárbara|2024|27862|13790|14072|50,50606560907329|19,40635991673247
05686|Antioquia|Santa Rosa de Osos|2024|39054|19351|19703|50,45065806319455|24,591591130229936
05690|Antioquia|Santo Domingo|2024|13075|6800|6275|47,992351816443595|20,818355640535373
05697|Antioquia|El Santuario|2024|38116|17932|20184|52,95413999370343|22,352817714345683
05736|Antioquia|Segovia|2024|40922|20291|20631|50,41542446605738|26,220614828209765
05756|Antioquia|Sonsón|2024|38520|19365|19155|49,72741433021807|22,24558670820353
05761|Antioquia|Sopetrán|2024|16089|8027|8062|50,108769967058244|20,697370874510533
05789|Antioquia|Támesis|2024|17176|8650|8526|49,63903120633442|18,47345132743363
05790|Antioquia|Tarazá|2024|29082|14354|14728|50,64300942163538|23,93232927584073
05792|Antioquia|Tarso|2024|6555|3260|3295|50,26697177726926|22,593440122044242
05809|Antioquia|Titiribí|2024|11364|5561|5803|51,06476592749032|19,00739176346357
05819|Antioquia|Toledo|2024|5266|2793|2473|46,96164071401443|21,91416635017091
05837|Antioquia|Turbo|2024|134517|64397|70120|52,12724042314354|25,726859802106798
05842|Antioquia|Uramita|2024|7277|3723|3554|48,838807200769544|22,02830836883331
05847|Antioquia|Urrao|2024|32139|15979|16160|50,28158934627711|22,77295497681944
05854|Antioquia|Valdivia|2024|14722|7305|7417|50,38038310012226|24,602635511479416
05856|Antioquia|Valparaíso|2024|6916|3502|3414|49,363794100636206|18,522267206477732
05858|Antioquia|Vegachí|2024|12556|6219|6337|50,46989487097802|24,107996177126473
05861|Antioquia|Venecia|2024|12322|5937|6385|51,817886706703455|18,98230806687226
05873|Antioquia|Vigía del Fuerte|2024|9752|4791|4961|50,87161607875308|24,96923707957342
05885|Antioquia|Yalí|2024|8091|4162|3929|48,560128537881596|21,517735755778027
05887|Antioquia|Yarumal|2024|44457|21615|22842|51,37998515419394|24,0434577231932
05890|Antioquia|Yolombó|2024|24023|12203|11820|49,20284727136494|20,68850684760438
05893|Antioquia|Yondó|2024|20727|10601|10126|48,8541515897139|22,202923722680563
05895|Antioquia|Zaragoza|2024|26207|12959|13248|50,551379402449726|24,12714160338841
08001|Atlántico|Barranquilla|2024|1334509|641551|692958|51,92606419289791|23,91006729815985
08078|Atlántico|Baranoa|2024|69745|34908|34837|49,94910029392788|23,74650512581547
08137|Atlántico|Campo de La Cruz|2024|25047|12552|12495|49,88621391783447|24,41010899508923
08141|Atlántico|Candelaria|2024|17732|9010|8722|49,187908865328225|24,436047823144598
08296|Atlántico|Galapa|2024|68594|34409|34185|49,836720412864096|25,08674228066595
08372|Atlántico|Juan de Acosta|2024|23569|12244|11325|48,050405193262336|24,065509779795494
08421|Atlántico|Luruaco|2024|31193|15604|15589|49,975956144006666|24,46702785881448
08433|Atlántico|Malambo|2024|143950|71518|72432|50,31747134421675|26,056964223688784
08436|Atlántico|Manatí|2024|21876|11199|10677|48,8069116840373|26,03766684951545
08520|Atlántico|Palmar de Varela|2024|32365|16286|16079|49,68021010350687|23,794222153560945
08549|Atlántico|Piojó|2024|7327|3865|3462|47,24989763886993|23,734134024839634
08558|Atlántico|Polonuevo|2024|20207|10252|9955|49,2651061513337|23,833325085366457
08560|Atlántico|Ponedera|2024|26689|13687|13002|48,716699763947695|25,283824796732734
08573|Atlántico|Puerto Colombia|2024|55463|26993|28470|51,33151830950363|23,21187097704776
08606|Atlántico|Repelón|2024|29016|14553|14463|49,844913151364764|24,22456575682382
08634|Atlántico|Sabanagrande|2024|36300|18105|18195|50,123966942148755|25,132231404958677
08638|Atlántico|Sabanalarga|2024|104302|51846|52456|50,292420087821895|24,087745201434295
08675|Atlántico|Santa Lucía|2024|17912|8919|8993|50,20656543099597|25,636444841447076
08685|Atlántico|Santo Tomás|2024|33353|16462|16891|50,64312055887027|23,497136689353283
08758|Atlántico|Soledad|2024|681835|333370|348465|51,10693936216239|25,66999347349432
08770|Atlántico|Suan|2024|13185|6449|6736|51,088357982555934|25,111869548729615
08832|Atlántico|Tubará|2024|19263|9930|9333|48,45039713440274|23,630794787935418
08849|Atlántico|Usiacurí|2024|13692|7036|6656|48,61232836692959|23,1302950628104
11001|Bogotá, D.C.|Bogotá, D.C.|2024|7929539|3797817|4131722|52,10545026640262|22,829397774574282
13001|Bolívar|Cartagena de Indias|2024|1059626|510732|548894|51,80072969141942|25,369705915105893
13006|Bolívar|Achí|2024|27266|14499|12767|46,823883224528714|24,154624807452503
13030|Bolívar|Altos del Rosario|2024|12177|6310|5867|48,180996961484766|26,15586761928225
13042|Bolívar|Arenal|2024|8004|4145|3859|48,213393303348326|24,662668665667166
13052|Bolívar|Arjona|2024|75995|37489|38506|50,66912296861636|25,50825712217909
13062|Bolívar|Arroyohondo|2024|8808|4422|4386|49,79564032697547|25,181653042688467
13074|Bolívar|Barranco de Loba|2024|16337|8333|8004|48,99308318540736|25,341249923486565
13140|Bolívar|Calamar|2024|24768|12427|12341|49,82638888888889|24,62855297157623
13160|Bolívar|Cantagallo|2024|9101|4839|4262|46,83001867926602|24,129216569607735
13188|Bolívar|Cicuco|2024|14761|7480|7281|49,3259264277488|24,761195040986383
13212|Bolívar|Córdoba|2024|17565|9349|8216|46,774836322231714|24,007970395673215
13222|Bolívar|Clemencia|2024|16224|8216|8008|49,358974358974365|26,695019723865876
13244|Bolívar|El Carmen de Bolívar|2024|76550|39505|37045|48,39320705421294|25,054212932723708
13248|Bolívar|El Guamo|2024|9481|4982|4499|47,45280033751714|22,170657103681044
13268|Bolívar|El Peñón|2024|8136|4253|3883|47,72615535889872|23,365290068829893
13300|Bolívar|Hatillo de Loba|2024|13286|6765|6521|49,08174017763059|25,09408399819359
13430|Bolívar|Magangué|2024|146203|73309|72894|49,85807404772816|24,927669062878326
13433|Bolívar|Mahates|2024|30352|15510|14842|48,8995782814971|25,50408539799684
13440|Bolívar|Margarita|2024|11818|6192|5626|47,60534777458115|21,75495007615502
13442|Bolívar|María La Baja|2024|50897|25552|25345|49,796648132502895|25,924907165451792
13458|Bolívar|Montecristo|2024|18370|10138|8232|44,81219379422972|26,02068590092542
13468|Bolívar|Mompós|2024|48799|24211|24588|50,386278407344406|24,21156171233017
13473|Bolívar|Morales|2024|24811|13151|11660|46,99528434968361|25,33553665712789
13490|Bolívar|Norosí|2024|10879|5772|5107|46,943652909274746|25,930692159205808
13549|Bolívar|Pinillos|2024|26674|13956|12718|47,67938816825373|26,595186323760966
