Cod. Municipio|Departamento|Municipio|AÑO|Población municipio|Total Hombres|Total Mujeres|% mujeres municipio|% jóvenes municipio
52001|Nariño|Pasto|2024|413484|193394|220090|53,2281781157191|22,877064166932698
52019|Nariño|Albán|2024|10070|5038|5032|49,97020854021847|22,492552135054616
52022|Nariño|Aldana|2024|7769|3735|4034|51,92431458360149|21,457072982365812
52036|Nariño|Ancuya|2024|9108|4631|4477|49,15458937198068|18,972332015810274
52051|Nariño|Arboleda|2024|9146|4578|4568|49,94533129236825|23,584080472337636
52079|Nariño|Barbacoas|2024|58608|29741|28867|49,254368004368004|27,168645918645918
52083|Nariño|Belén|2024|6636|3215|3421|51,552139843279086|21,745027124773962
52110|Nariño|Buesaco|2024|25063|12464|12599|50,269321310298054|21,685352910665124
52203|Nariño|Colón|2024|8904|4512|4392|49,32614555256065|22,237196765498652
52207|Nariño|Consacá|2024|14480|7115|7365|50,863259668508285|20,828729281767956
52210|Nariño|Contadero|2024|7618|3762|3856|50,61695983197689|21,501706484641637
52215|Nariño|Córdoba|2024|16338|7868|8470|51,84233076263924|24,69702533969886
52224|Nariño|Cuaspud Carlosama|2024|9675|4745|4930|50,95607235142119|22,925064599483207
52227|Nariño|Cumbal|2024|38792|18898|19894|51,2837698494535|23,646628170756856
52233|Nariño|Cumbitara|2024|6188|3167|3021|48,820297349709115|24,64447317388494
52240|Nariño|Chachagüí|2024|15949|7896|8053|50,49219386795411|22,7976675653646
52250|Nariño|El Charco|2024|23249|11714|11535|49,61503720590133|26,09144479332444
52254|Nariño|El Peñol|2024|7776|3924|3852|49,53703703703704|21,887860082304528
52256|Nariño|El Rosario|2024|12935|6481|6454|49,89563200618477|22,435253189022035
52258|Nariño|El Tablón de Gómez|2024|15092|7605|7487|49,609064404982774|25,31804929764113
52260|Nariño|El Tambo|2024|14900|7378|7522|50,48322147651007|20,87248322147651
52287|Nariño|Funes|2024|7535|3732|3803|50,47113470471135|21,048440610484406
52317|Nariño|Guachucal|2024|20466|9843|10623|51,90559953092935|21,943711521547936
52320|Nariño|Guaitarilla|2024|11990|5953|6037|50,35029190992494|21,467889908256883
52323|Nariño|Gualmatán|2024|7398|3500|3898|52,689916193565836|21,49229521492295
52352|Nariño|Iles|2024|7995|3880|4115|51,46966854283927|23,076923076923077
52354|Nariño|Imués|2024|7994|3836|4158|52,01401050788091|21,978984238178633
52356|Nariño|Ipiales|2024|121546|57960|63586|52,31435012258734|23,412535171869088
52378|Nariño|La Cruz|2024|19528|9535|9993|51,17267513314216|21,35395329782876
52381|Nariño|La Florida|2024|10516|5195|5321|50,59908710536326|20,435526816279953
52385|Nariño|La Llanada|2024|6683|3254|3429|51,309292234026636|24,165793805177316
52390|Nariño|La Tola|2024|7709|3826|3883|50,36969775586976|26,177195485795824
52399|Nariño|La Unión|2024|33456|16563|16893|50,493185078909605|22,761238641798183
52405|Nariño|Leiva|2024|10207|5272|4935|48,349172136768885|24,140295875379643
52411|Nariño|Linares|2024|10592|5298|5294|49,98111782477341|20,562688821752264
52418|Nariño|Los Andes|2024|9809|4927|4882|49,77061881945152|22,897339178305636
52427|Nariño|Magüí|2024|26143|13173|12970|49,611750755460356|29,070879394101674
52435|Nariño|Mallama|2024|9440|4714|4726|50,0635593220339|23,347457627118644
52473|Nariño|Mosquera|2024|12625|6374|6251|49,51287128712871|30,5029702970297
52480|Nariño|Nariño|2024|4545|2248|2297|50,53905390539054|22,530253025302528
52490|Nariño|Olaya Herrera|2024|26469|13050|13419|50,69704182250935|27,70032868638785
52506|Nariño|Ospina|2024|7439|3653|3786|50,89393735717166|22,382040596854416
52520|Nariño|Francisco Pizarro|2024|14944|7472|7472|50,0|23,882494646680943
52540|Nariño|Policarpa|2024|10386|5170|5216|50,22145195455421|26,17947236664741
52560|Nariño|Potosí|2024|10777|5288|5489|50,93254152361511|21,146886888744547
52565|Nariño|Providencia|2024|5818|2805|3013|51,78755586112066|24,01168786524579
52573|Nariño|Puerres|2024|8924|4367|4557|51,064545047064094|20,27117884356791
52585|Nariño|Pupiales|2024|18277|8940|9337|51,08606445259068|20,86228593314001
52612|Nariño|Ricaurte|2024|20676|10440|10236|49,50667440510737|27,47146449990327
52621|Nariño|Roberto Payán|2024|13328|6684|6644|49,849939975990395|27,003301320528212
52678|Nariño|Samaniego|2024|30137|14827|15310|50,80134054484521|23,738261937153666
52683|Nariño|Sandoná|2024|21386|10492|10894|50,93986720284298|21,2522210792107
52685|Nariño|San Bernardo|2024|9644|4902|4742|49,170468685192866|23,060970551638324
52687|Nariño|San Lorenzo|2024|19392|9855|9537|49,180074257425744|23,030115511551156
52693|Nariño|San Pablo|2024|15941|7679|8262|51,828618028981865|20,78916002760178
52694|Nariño|San Pedro de Cartago|2024|7167|3606|3561|49,68606111343659|23,552392911957583
52696|Nariño|Santa Bárbara|2024|14144|7094|7050|49,84445701357466|26,83116515837104
52699|Nariño|Santacruz|2024|11352|5721|5631|49,60359408033826|26,5415785764623
52720|Nariño|Sapuyes|2024|7678|3823|3855|50,20838760093774|22,649127376921076
52786|Nariño|Taminango|2024|18629|9254|9375|50,324762467121154|22,083847764238556
52788|Nariño|Tangua|2024|14162|6969|7193|50,79084875017653|22,235559949159722
52835|Nariño|San Andrés de Tumaco|2024|267010|131167|135843|50,87562263585633|26,279914609939702
52838|Nariño|Túquerres|2024|46757|22891|23866|51,04262463374468|24,33218555510405
52885|Nariño|Yacuanquer|2024|11496|5665|5831|50,72199025748086|22,973208072373
54001|Norte de Santander|San José de Cúcuta|2024|812176|394132|418044|51,47209471838616|24,52559543744213
54003|Norte de Santander|Ábrego|2024|35936|17990|17946|49,93878005342832|24,265360641139804
54051|Norte de Santander|Arboledas|2024|11028|5909|5119|46,41820819731593|23,014145810663763
54099|Norte de Santander|Bochalema|2024|9385|4889|4496|47,90623335109217|22,216302610548748
54109|Norte de Santander|Bucarasica|2024|7263|3836|3427|47,184359080269864|24,35632658680986
54125|Norte de Santander|Cácota|2024|3181|1710|1471|46,24331971078277|20,77962904746935
54128|Norte de Santander|Cáchira|2024|12500|6541|5959|47,672|20,872
54172|Norte de Santander|Chinácota|2024|19845|9624|10221|51,504157218442934|22,146636432350718
54174|Norte de Santander|Chitagá|2024|13330|6930|6400|48,012003000750184|24,043510877719427
54206|Norte de Santander|Convención|2024|21175|10786|10389|49,06257378984652|25,690672963400235
54223|Norte de Santander|Cucutilla|2024|9280|4816|4464|48,10344827586207|23,08189655172414
54239|Norte de Santander|Durania|2024|5197|2630|2567|49,39388108524149|21,724071579757553
54245|Norte de Santander|El Carmen|2024|15080|7792|7288|48,3289124668435|23,381962864721487
54250|Norte de Santander|El Tarra|2024|23521|12290|11231|47,74882020322265|27,783682666553293
54261|Norte de Santander|El Zulia|2024|30816|15632|15184|49,27310488058151|25,668483904465212
54313|Norte de Santander|Gramalote|2024|8346|4612|3734|44,73999520728493|23,951593577761802
54344|Norte de Santander|Hacarí|2024|11559|5967|5592|48,37788736049831|26,85353404273726
54347|Norte de Santander|Herrán|2024|7841|3920|3921|50,006376737661014|20,864685626833314
54377|Norte de Santander|Labateca|2024|7189|3688|3501|48,699401863958826|21,866740854082625
54385|Norte de Santander|La Esperanza|2024|13144|6756|6388|48,60012172854534|23,638161898965308
54398|Norte de Santander|La Playa|2024|8741|4543|4198|48,02654158563093|23,429813522480266
54405|Norte de Santander|Los Patios|2024|103733|49640|54093|52,14637579169599|23,61543578224866
54418|Norte de Santander|Lourdes|2024|4537|2361|2176|47,96120784659467|23,363456028212475
54480|Norte de Santander|Mutiscua|2024|4843|2485|2358|48,68882923807557|23,745612223828203
54498|Norte de Santander|Ocaña|2024|135344|64677|70667|52,21287977302281|24,57663435394255
54518|Norte de Santander|Pamplona|2024|56894|27261|29633|52,08457833866489|26,609132773227408
54520|Norte de Santander|Pamplonita|2024|6239|3274|2965|47,52364160923225|21,04503926911364
54553|Norte de Santander|Puerto Santander|2024|9913|4914|4999|50,42872995056996|25,945727832139614
54599|Norte de Santander|Ragonvalia|2024|6751|3606|3145|46,585691008739445|21,404236409420825
54660|Norte de Santander|Salazar|2024|11664|6070|5594|47,959533607681756|22,7880658436214
54670|Norte de Santander|San Calixto|2024|14496|7639|6857|47,302704194260485|26,158940397350992
54673|Norte de Santander|San Cayetano|2024|8102|4076|4026|49,69143421377438|24,339669217477166
54680|Norte de Santander|Santiago|2024|3861|1950|1911|49,494949494949495|23,232323232323232
54720|Norte de Santander|Sardinata|2024|28989|15070|13919|48,01476422091138|26,275483804201592
54743|Norte de Santander|Silos|2024|7127|3737|3390|47,565595622281464|22,32355829942472
54800|Norte de Santander|Teorama|2024|18731|9515|9216|49,20185788265442|25,914259783247022
54810|Norte de Santander|Tibú|2024|62151|32521|29630|47,6742128042992|27,103345078920693
54820|Norte de Santander|Toledo|2024|17714|9125|8589|48,48707237213504|22,270520492266005
54871|Norte de Santander|Villa Caro|2024|5727|2893|2834|49,48489610616378|23,782084861183865
54874|Norte de Santander|Villa del Rosario|2024|116221|56250|59971|51,60082945422945|23,952641949389523
63001|Quindio|Armenia|2024|309474|145709|163765|52,91720790761097|21,107750570322548
63111|Quindio|Buenavista|2024|3237|1742|1495|46,1847389558233|20,72907012666049
63130|Quindio|Calarcá|2024|76398|37675|38723|50,68588182936726|21,46129479829315
63190|Quindio|Circasia|2024|29650|14299|15351|51,77403035413154|20,671163575042158
63212|Quindio|Córdoba|2024|5934|3180|2754|46,41051567239636|20,10448264239973
63272|Quindio|Filandia|2024|12654|6284|6370|50,33981349770823|19,685474948632844
63302|Quindio|Génova|2024|7773|4199|3574|45,97967322783995|19,683519876495563
63401|Quindio|La Tebaida|2024|35189|17232|17957|51,03015146778823|23,345363607945664
63470|Quindio|Montenegro|2024|38460|18932|19528|50,774830993239725|22,07748309932397
63548|Quindio|Pijao|2024|5452|2860|2592|47,54218635363169|19,16727806309611
63594|Quindio|Quimbaya|2024|32040|15558|16482|51,44194756554307|20,8458177278402
63690|Quindio|Salento|2024|9787|5074|4713|48,155716767140085|19,485031163788697
66001|Risaralda|Pereira|2024|482483|226512|255971|53,05285367567355|22,1846158310241
66045|Risaralda|Apía|2024|12637|6515|6122|48,44504233599747|20,78816174725014
66075|Risaralda|Balboa|2024|6528|3470|3058|46,84436274509804|20,082720588235293
66088|Risaralda|Belén de Umbría|2024|25317|12795|12522|49,46083659201327|20,563257889955366
66170|Risaralda|Dosquebradas|2024|225939|105322|120617|53,38476314403445|22,087820163849532
66318|Risaralda|Guática|2024|12435|6403|6032|48,508242862887016|20,16887816646562
66383|Risaralda|La Celia|2024|7660|4060|3600|46,99738903394256|19,22976501305483
66400|Risaralda|La Virginia|2024|28540|13386|15154|53,097407147862654|23,46531184302733
66440|Risaralda|Marsella|2024|17234|8685|8549|49,605431124521296|20,331902054079144
66456|Risaralda|Mistrató|2024|17557|8926|8631|49,15987925044142|23,830950617987128
66572|Risaralda|Pueblo Rico|2024|16789|8551|8238|49,06784203943058|22,592173446899753
66594|Risaralda|Quinchía|2024|27939|14237|13702|49,04255699917678|21,307133397759404
66682|Risaralda|Santa Rosa de Cabal|2024|79960|39170|40790|51,013006503251624|21,8184092046023
66687|Risaralda|Santuario|2024|12861|6564|6297|48,961978073244694|20,14617836871161
68001|Santander|Bucaramanga|2024|619703|295092|324611|52,38170542985914|23,752668617063335
68013|Santander|Aguada|2024|1954|1007|947|48,46468781985671|19,959058341862846
68020|Santander|Albania|2024|4320|2244|2076|48,05555555555556|16,52777777777778
68051|Santander|Aratoca|2024|8715|4433|4282|49,13367756741251|22,524383247274812
68077|Santander|Barbosa|2024|33149|16067|17082|51,530966243325594|22,76388428006878
68079|Santander|Barichara|2024|11163|5461|5702|51,079458926811796|18,982352414225566
68081|Santander|Barrancabermeja|2024|216326|105373|110953|51,289720144596586|23,471982101088173
68092|Santander|Betulia|2024|6279|3315|2964|47,20496894409938|21,73913043478261
68101|Santander|Bolívar|2024|11910|6021|5889|49,44584382871536|19,706129303106636
68121|Santander|Cabrera|2024|2025|992|1033|51,01234567901235|17,08641975308642
68132|Santander|California|2024|2262|1149|1113|49,20424403183024|21,396993810786913
68147|Santander|Capitanejo|2024|5752|2886|2866|49,82614742698192|19,228094575799723
68152|Santander|Carcasí|2024|4458|2405|2053|46,052041274113954|20,457604306864063
68160|Santander|Cepitá|2024|2128|1073|1055|49,57706766917293|21,287593984962406
68162|Santander|Cerrito|2024|7112|3719|3393|47,70809898762655|22,455005624296966
68167|Santander|Charalá|2024|12828|6296|6532|50,919862800124726|19,161209853445587
68169|Santander|Charta|2024|3032|1564|1468|48,41688654353562|18,46965699208443
68176|Santander|Chimá|2024|3005|1564|1441|47,95341098169717|19,03494176372712
68179|Santander|Chipatá|2024|5361|2803|2558|47,71497854877821|17,291550083939562
68190|Santander|Cimitarra|2024|35747|18275|17472|48,87682882479648|26,04134612694772
68207|Santander|Concepción|2024|6040|3082|2958|48,973509933774835|19,933774834437088
68209|Santander|Confines|2024|3274|1743|1531|46,7623701893708|20,311545510079412
68211|Santander|Contratación|2024|3858|1864|1994|51,684810782789015|15,914981855883878
68217|Santander|Coromoro|2024|5296|2809|2487|46,95996978851964|20,1095166163142
68229|Santander|Curití|2024|13326|6631|6695|50,24013207263995|21,146630646855773
68235|Santander|El Carmen de Chucurí|2024|22596|11593|11003|48,69445919631793|23,09700832005665
68245|Santander|El Guacamayo|2024|2292|1136|1156|50,43630017452006|17,321116928446774
68250|Santander|El Peñón|2024|5400|2862|2538|47,0|24,35185185185185
68255|Santander|El Playón|2024|14214|7240|6974|49,06430280005628|23,547206979034755
68264|Santander|Encino|2024|2737|1428|1309|47,82608695652174|22,104493971501643
68266|Santander|Enciso|2024|3657|1867|1790|48,94722450095707|19,9343724364233
68271|Santander|Florián|2024|6084|3144|2940|48,32347140039448|20,069033530571993
68276|Santander|Floridablanca|2024|339490|161102|178388|52,54587763998939|23,37123332056909
68296|Santander|Galán|2024|3031|1536|1495|49,32365555922138|18,673705047838997
68298|Santander|Gámbita|2024|4218|2175|2043|48,4352773826458|19,36936936936937
68307|Santander|Girón|2024|175720|86181|89539|50,955497382198956|24,622695196904164
68318|Santander|Guaca|2024|6297|3342|2955|46,92710814673654|20,994124186120374
68320|Santander|Guadalupe|2024|4760|2356|2404|50,50420168067227|17,899159663865547
68322|Santander|Guapotá|2024|2509|1295|1214|48,385811080111594|19,25069748903946
68324|Santander|Guavatá|2024|4464|2237|2227|49,88799283154122|16,913082437275985
68327|Santander|Güepsa|2024|5399|2707|2692|49,86108538618262|22,281904056306722
68344|Santander|Hato|2024|2420|1300|1120|46,28099173553719|20,537190082644628
68368|Santander|Jesús María|2024|3457|1743|1714|49,58056118021406|17,818918137113105
68370|Santander|Jordán|2024|1396|722|674|48,28080229226361|21,99140401146132
68377|Santander|La Belleza|2024|6684|3426|3258|48,74326750448833|20,721125074805506
68385|Santander|Landázuri|2024|10717|5463|5254|49,02491368853224|20,752076140711022
68397|Santander|La Paz|2024|5236|2759|2477|47,30710466004584|17,16959511077158
68406|Santander|Lebrija|2024|46053|23346|22707|49,3062341215556|24,72368792478232
68418|Santander|Los Santos|2024|15503|7960|7543|48,65509901309424|22,27310843062633
68425|Santander|Macaravita|2024|2265|1191|1074|47,41721854304636|20,220750551876378
68432|Santander|Málaga|2024|21728|10488|11240|51,73048600883653|22,924337260677465
68444|Santander|Matanza|2024|5345|2802|2543|47,57717492984097|18,802619270346117
68464|Santander|Mogotes|2024|10897|5470|5427|49,802697990272556|21,308617050564376
68468|Santander|Molagavita|2024|4325|2262|2063|47,69942196531792|20,346820809248555
68498|Santander|Ocamonte|2024|6201|3286|2915|47,008547008547005|20,09353330108047
68500|Santander|Oiba|2024|11136|5542|5594|50,23347701149425|20,58189655172414
68502|Santander|Onzaga|2024|4306|2244|2062|47,886669763121226|17,78913144449605
68522|Santander|Palmar|2024|1491|760|731|49,02749832327297|20,52313883299799
68524|Santander|Palmas del Socorro|2024|2664|1345|1319|49,512012012012015|19,594594594594593
68533|Santander|Páramo|2024|4925|2551|2374|48,203045685279186|22,213197969543145
68547|Santander|Piedecuesta|2024|192193|93365|98828|51,421227620152656|23,90825888559937
68549|Santander|Pinchote|2024|5526|2856|2670|48,31704668838219|20,57546145494028
68572|Santander|Puente Nacional|2024|15576|7762|7814|50,16692347200822|17,65536723163842
68573|Santander|Puerto Parra|2024|7971|4054|3917|49,14063480115418|22,920587128340234
68575|Santander|Puerto Wilches|2024|35915|18514|17401|48,45050814422943|23,402478073228455
68615|Santander|Rionegro|2024|27116|14258|12858|47,4184983035846|21,422776220681516
68655|Santander|Sabana de Torres|2024|34946|17700|17246|49,35042637211698|24,1086247353059
68669|Santander|San Andrés|2024|9161|4800|4361|47,60397336535313|18,2731142888331
68673|Santander|San Benito|2024|3076|1657|1419|46,13133940182055|18,17295188556567
68679|Santander|San Gil|2024|63602|30612|32990|51,869438067985286|22,557466746328732
68682|Santander|San Joaquín|2024|2307|1185|1122|48,634590377113135|18,94234937147811
68684|Santander|San José de Miranda|2024|4467|2324|2143|47,97403178867249|22,050593239310498
68686|Santander|San Miguel|2024|2692|1428|1264|46,95393759286775|20,72808320950966
68689|Santander|San Vicente de Chucurí|2024|36697|19072|17625|48,02844919203205|22,672153037033
68705|Santander|Santa Bárbara|2024|2530|1365|1165|46,047430830039524|20,59288537549407
68720|Santander|Santa Helena del Opón|2024|3572|1869|1703|47,67637178051512|22,816349384098544
68745|Santander|Simacota|2024|10788|5736|5052|46,82981090100111|20,541342232109752
68755|Santander|Socorro|2024|35936|16773|19163|53,32535618878005|23,91473731077471
68770|Santander|Suaita|2024|10691|5377|5314|49,70535964830231|17,987091946497053
68773|Santander|Sucre|2024|7602|3890|3712|48,829255459089715|18,652986056300975
68780|Santander|Suratá|2024|4135|2125|2010|48,60943168077388|19,37122128174123
68820|Santander|Tona|2024|7656|4063|3593|46,930512016718914|22,40073145245559
68855|Santander|Valle de San José|2024|6425|3233|3192|49,68093385214008|21,945525291828794
68861|Santander|Vélez|2024|26342|13604|12738|48,35623718776099|24,33755979044871
68867|Santander|Vetas|2024|2345|1192|1153|49,16844349680171|21,4498933901919
68872|Santander|Villanueva|2024|8818|4338|4480|50,80517124064414|19,95917441596734
68895|Santander|Zapatoca|2024|10011|4873|5138|51,32354410148836|18,219958046149237
70001|Sucre|Sincelejo|2024|314233|151914|162319|51,65561860148361|25,903708394726205
70110|Sucre|Buenavista|2024|11361|5675|5686|50,04841123140569|24,408062670539564
70124|Sucre|Caimito|2024|17181|8851|8330|48,48379023339736|27,05896047959956
70204|Sucre|Coloso|2024|9428|4976|4452|47,22104369961816|23,89690284259652
70215|Sucre|Corozal|2024|71381|35033|36348|50,921113461565405|24,65081744441798
70221|Sucre|Coveñas|2024|21420|12089|9331|43,56209150326797|34,593837535014
70230|Sucre|Chalán|2024|4841|2598|2243|46,33340218963024|25,24271844660194
70233|Sucre|El Roble|2024|10437|5370|5067|48,5484334578902|23,522084890294146
70235|Sucre|Galeras|2024|24554|12543|12011|48,91667345442698|25,79620428443431
70265|Sucre|Guaranda|2024|19170|9877|9293|48,47678664580073|25,200834637454356
70400|Sucre|La Unión|2024|14474|7484|6990|48,2934917783612|24,906729307724195
70418|Sucre|Los Palmitos|2024|24924|12630|12294|49,32595089070775|23,916706788637455
70429|Sucre|Majagual|2024|42142|21782|20360|48,31284704095676|23,575055763846045
70473|Sucre|Morroa|2024|16565|8263|8302|50,11771808028976|24,67853908843948
70508|Sucre|Ovejas|2024|24131|12416|11715|48,54751149973064|23,84484687746053
70523|Sucre|Palmito|2024|16444|8483|7961|48,4127949404038|29,141328144003893
70670|Sucre|Sampués|2024|53227|26909|26318|49,444830631070694|26,789035639806862
70678|Sucre|San Benito Abad|2024|31306|16330|14976|47,8374752443621|25,883217274643837
70702|Sucre|San Juan de Betulia|2024|14476|7402|7074|48,86709035645206|23,611494888090633
70708|Sucre|San Marcos|2024|62361|31061|31300|50,1916261766168|25,238530491813794
70713|Sucre|San Onofre|2024|57051|28986|28065|49,19282747015828|25,282641846768684
70717|Sucre|San Pedro|2024|20308|10167|10141|49,93598581839669|23,414417963364194
70742|Sucre|San Luis de Sincé|2024|33430|16854|16576|49,5842058031708|23,727191145677534
70771|Sucre|Sucre|2024|32983|17714|15269|46,29354515962768|22,43276839584028
70820|Sucre|Santiago de Tolú|2024|34829|17096|17733|50,914467828533695|26,104682879209857
70823|Sucre|Tolú Viejo|2024|23387|11828|11559|49,424894171975886|24,765895583016206
73001|Tolima|Ibagué|2024|544132|258659|285473|52,46392419486449|24,825961347614182
73024|Tolima|Alpujarra|2024|4739|2439|2300|48,5334458746571|19,687697826545687
73026|Tolima|Alvarado|2024|9334|4762|4572|48,98221555603171|21,16991643454039
73030|Tolima|Ambalema|2024|6900|3495|3405|49,34782608695652|21,318840579710145
73043|Tolima|Anzoátegui|2024|10589|5478|5111|48,26706960052885|23,788837472849185
73055|Tolima|Armero|2024|13543|6888|6655|49,13977700657166|20,74134239090305
73067|Tolima|Ataco|2024|20116|10572|9544|47,44482004374627|23,77212169417379
73124|Tolima|Cajamarca|2024|19408|9964|9444|48,660346248969496|24,31471558120363
73148|Tolima|Carmen de Apicalá|2024|11211|5586|5625|50,17393631255017|23,03987155472304
73152|Tolima|Casabianca|2024|6436|3448|2988|46,42635177128651|21,255438160348042
73168|Tolima|Chaparral|2024|54809|27984|26825|48,9426918936671|24,401102008794176
73200|Tolima|Coello|2024|8524|4296|4228|49,60112623181605|20,260441107461286
73217|Tolima|Coyaima|2024|23636|12042|11594|49,05229311220173|21,62802504653918
73226|Tolima|Cunday|2024|8801|4594|4207|47,80138620611294|18,054766503806384
73236|Tolima|Dolores|2024|8648|4462|4186|48,40425531914894|19,784921369102683
73268|Tolima|Espinal|2024|75257|36814|38443|51,08229134831311|23,59780485536229
73270|Tolima|Falan|2024|7955|4134|3821|48,03268384663733|19,811439346323066
73275|Tolima|Flandes|2024|30317|14873|15444|50,941715868984396|22,756209387472374
73283|Tolima|Fresno|2024|32165|16454|15711|48,84501787657391|22,493393440074616
73319|Tolima|Guamo|2024|34880|17295|17585|50,415711009174316|20,46158256880734
73347|Tolima|Herveo|2024|7703|3924|3779|49,058808256523434|21,108658964039982
73349|Tolima|Honda|2024|26144|12761|13383|51,18956548347613|21,84440024479804
73352|Tolima|Icononzo|2024|12634|6564|6070|48,044958049707134|19,874940636378028
73408|Tolima|Lérida|2024|18777|9164|9613|51,19561165255365|21,755338978537573
73411|Tolima|Líbano|2024|38066|18687|19379|50,90894761729628|20,65360163925813
73443|Tolima|Mariquita|2024|39526|19347|20179|51,052471790720034|22,21828669736376
73449|Tolima|Melgar|2024|38156|19195|18961|49,69336408428556|24,680259985323406
73461|Tolima|Murillo|2024|4479|2415|2064|46,081714668452776|23,241795043536502
73483|Tolima|Natagaima|2024|14923|7437|7486|50,16417610400053|20,036185753534813
73504|Tolima|Ortega|2024|34847|18058|16789|48,17918328694005|23,91023617528051
73520|Tolima|Palocabildo|2024|9762|5047|4715|48,29952878508502|21,75783650891211
73547|Tolima|Piedras|2024|7076|3687|3389|47,894290559638215|23,671565856416056
73555|Tolima|Planadas|2024|27453|14169|13284|48,38815430007649|25,77496084216661
73563|Tolima|Prado|2024|8818|4564|4254|48,242231798593785|20,185983216148788
73585|Tolima|Purificación|2024|24070|11894|12176|50,58579144162858|19,825508932280847
73616|Tolima|Rioblanco|2024|23429|12246|11183|47,73144393700115|25,225148320457553
73622|Tolima|Roncesvalles|2024|5652|3008|2644|46,77990092002831|24,734607218683653
73624|Tolima|Rovira|2024|22495|11531|10964|48,73971993776395|24,27650589019782
73671|Tolima|Saldaña|2024|14936|7328|7608|50,937332619175145|21,565345474022497
73675|Tolima|San Antonio|2024|13535|7081|6454|47,68378278537126|23,450314000738825
73678|Tolima|San Luis|2024|13478|6889|6589|48,8870752337142|19,75070485235198
73686|Tolima|Santa Isabel|2024|5815|3069|2746|47,22269991401548|21,771281169389507
73770|Tolima|Suárez|2024|3934|2050|1884|47,89018810371123|19,369598373157093
73854|Tolima|Valle de San Juan|2024|5545|2797|2748|49,558160504959424|20,018034265103697
73861|Tolima|Venadillo|2024|13266|6785|6481|48,854213779586914|20,752299110508066
73870|Tolima|Villahermosa|2024|9801|5107|4694|47,893072135496375|20,232629323538415
73873|Tolima|Villarrica|2024|5228|2762|2466|47,169089517980105|18,553940321346595
76001|Valle del Cauca|Cali|2024|2283846|1063219|1220627|53,446116769694626|23,478027853016357
76020|Valle del Cauca|Alcalá|2024|14890|7520|7370|49,49630624580255|22,71994627266622
76036|Valle del Cauca|Andalucía|2024|23029|11153|11876|51,56975986799252|22,11993573320596
76041|Valle del Cauca|Ansermanuevo|2024|18345|9265|9080|49,49577541564459|23,10711365494685
76054|Valle del Cauca|Argelia|2024|5550|2951|2599|46,828828828828826|22,306306306306308
76100|Valle del Cauca|Bolívar|2024|16472|8345|8127|49,3382710053424|21,39388052452647
76109|Valle del Cauca|Buenaventura|2024|324130|154356|169774|52,37836670471724|26,406071637923056
76111|Valle del Cauca|Guadalajara de Buga|2024|133690|64022|69668|52,11160146607824|22,397337123195452
76113|Valle del Cauca|Bugalagrande|2024|26121|12970|13151|50,346464530454426|22,200528310554727
76122|Valle del Cauca|Caicedonia|2024|29596|14710|14886|50,297337478037576|22,486146776591433
76126|Valle del Cauca|Calima|2024|19420|9698|9722|50,061791967044286|22,657054582904223
76130|Valle del Cauca|Candelaria|2024|94103|46272|47831|50,82834766160483|23,85046172810644
76147|Valle del Cauca|Cartago|2024|143281|66667|76614|53,471151094702016|22,53543735736071
76233|Valle del Cauca|Dagua|2024|49793|25493|24300|48,802040447452455|22,28827345209166
76243|Valle del Cauca|El Águila|2024|9157|4819|4338|47,37359397182483|21,251501583488043
76246|Valle del Cauca|El Cairo|2024|7056|3845|3211|45,50736961451247|20,875850340136054
76248|Valle del Cauca|El Cerrito|2024|57960|27967|29993|51,74775707384403|23,083160800552104
76250|Valle del Cauca|El Dovio|2024|9220|4528|4692|50,889370932754886|22,906724511930584
76275|Valle del Cauca|Florida|2024|58522|28549|29973|51,21663647858925|24,67619015071255
76306|Valle del Cauca|Ginebra|2024|25104|12528|12576|50,09560229445506|22,44263862332696
76318|Valle del Cauca|Guacarí|2024|35513|17294|18219|51,30233998817334|23,36609129051333
76364|Valle del Cauca|Jamundí|2024|181478|88362|93116|51,30980063699181|23,68110735185532
76377|Valle del Cauca|La Cumbre|2024|17342|8911|8431|48,61607657709607|19,842002075885134
76400|Valle del Cauca|La Unión|2024|34776|16427|18349|52,76340004600875|22,725442834138487
76403|Valle del Cauca|La Victoria|2024|12501|5930|6571|52,56379489640829|19,75041996640269
76497|Valle del Cauca|Obando|2024|12640|6219|6421|50,79905063291139|22,966772151898734
76520|Valle del Cauca|Palmira|2024|359549|172407|187142|52,049094838255705|22,681470397637042
76563|Valle del Cauca|Pradera|2024|49416|23688|25728|52,06410879067509|25,271167233284764
76606|Valle del Cauca|Restrepo|2024|16541|8234|8307|50,22066380509038|22,646756544344356
76616|Valle del Cauca|Riofrío|2024|15991|7999|7992|49,97811268838721|21,868551059971235
76622|Valle del Cauca|Roldanillo|2024|37773|17962|19811|52,44751542106796|22,129563444788605
76670|Valle del Cauca|San Pedro|2024|18136|9046|9090|50,12130569033965|22,9874283193648
76736|Valle del Cauca|Sevilla|2024|43794|21740|22054|50,35849659770745|21,461844088231263
76823|Valle del Cauca|Toro|2024|14995|7242|7753|51,70390130043347|21,48049349783261
76828|Valle del Cauca|Trujillo|2024|19748|9978|9770|49,47336439133076|21,971845250151915
76834|Valle del Cauca|Tuluá|2024|232775|110458|122317|52,54730963376652|23,589302974975833
76845|Valle del Cauca|Ulloa|2024|5831|3067|2764|47,40181787000515|21,608643457382954
