Código Dane municipio|Desagregación cultivo|Producción (t)
15720|Yuca consumo en fresco|43,0
15723|Arveja|11,82
15723|Cebada|2,51
15723|Fresa|0,095
15723|Frijol|12,2
15723|Haba|9,49115044247788
15723|Lulo|26,0
15723|Maíz amarillo tradicional|58,81864406779661
15723|Mora|9,125
15723|Papa todas las variedades|454,5
15723|Tomate de árbol|0,125
15723|Trigo|17,9
15740|Arracacha|348,0
15740|Arveja|1517,196261682244
15740|Avena|3660,0
15740|Cebada|512,0
15740|Cebolla de bulbo|52200,0
15740|Curuba|56,0
15740|Feijoa|64,0
15740|Fresa|250,0
15740|Haba|157,9115044247788
15740|Maíz amarillo tradicional|3325,73559322034
15740|Otras hortalizas|480,0
15740|Papa criolla|3828,0
15740|Papa todas las variedades|389400,0
15740|Quinua|690,0
15740|Zanahoria|911,0
15753|Aguacate demás variedades|198,0
15753|Arveja|148,0373831775701
15753|Caña panelera|2776,3
15753|Cebada|7,3
15753|Cebolla de bulbo|538,36
15753|Cebolla de rama|68,82000000000001
15753|Durazno o albaricoque|751,0
15753|Dátil|153,25
15753|Fresa|136,0
15753|Frijol|376,1818181818182
15753|Granadilla|298,0
15753|Limón demás variedades|313,0
15753|Lulo|151,0
15753|Mandarina demás variedades|448,78000000000003
15753|Mango demás variedades|578,02
15753|Maracuyá|318,0
15753|Maíz amarillo tradicional|738,8568644067801
15753|Mora|179,99
15753|Naranja demás variedades|338,0
15753|Otras hortalizas|7,6
15753|Papa todas las variedades|1230,0
15753|Papaya demás variedades|392,0
15753|Plátano consumo interno|363,78
15753|Tomate|1728,63
15753|Tomate de árbol|200,0
15753|Tomate invernadero|2620,0
15753|Trigo|118,4
15753|Yuca consumo en fresco|578,1
15753|Zapote|116,0
15755|Aguacate demás variedades|45,82
15755|Arveja|164,42523364485982
15755|Caña panelera|12285,0
15755|Cebolla de bulbo|2806,8
15755|Frijol|264,2279720279721
15755|Guayaba|45,0
15755|Maíz amarillo tradicional|1043,3500000000006
15755|Papa criolla|342,4
15755|Papa todas las variedades|32440,0
15755|Trigo|1214,0
15757|Arveja|24,635514018691588
15757|Brevo|2,5
15757|Caña miel|27,6
15757|Cebolla de bulbo|442,5
15757|Durazno o albaricoque|7,0
15757|Frijol|20,8
15757|Maíz amarillo tradicional|107,43305084745765
15757|Papa todas las variedades|2320,0
15757|Sábila|6,0
15757|Tomate|275,0
15757|Trigo|13,0
15759|Arveja|165,4953271028038
15759|Cebolla de bulbo|2698,0
15759|Cebolla de rama|2461,0
15759|Curuba|6,1
15759|Feijoa|68,0
15759|Fresa|114,0
15759|Frijol|53,4055944055944
15759|Haba|2,5044247787610603
15759|Laurel|45,0
15759|Lechuga|407,5
15759|Maíz amarillo tradicional|137,0338983050847
15759|Mora|5,0
15759|Otras hortalizas|111,0
15759|Papa criolla|150,5
15759|Papa todas las variedades|22200,0
15759|Plantas aromáticas|7,5
15759|Tomate de árbol|3,8000000000000003
15759|Tomate invernadero|865,0
15759|Uchuva|10,5
15761|Aguacate Hass|0,0
15761|Arracacha|311,5
15761|Arveja|48,13084112149532
15761|Banano consumo interno|84,0
15761|Café|82,4262
15761|Calabacín, calabaza|120,0
15761|Caña miel|1600,48
15761|Frijol|102,4
15761|Granadilla|6,0
15761|Gulupa o cholupa|130,0
15761|Limón Tahití|36,0
15761|Maíz amarillo tradicional|22,5
15761|Maíz blanco tradicional|130,2
15761|Papa criolla|300,0
15761|Papa todas las variedades|1237,0
15761|Plátano consumo interno|42,0
15761|Tomate|919,0
15761|Yuca consumo en fresco|210,0
15762|Arveja|271,5887850467291
15762|Cebada|85,8
15762|Cebolla de bulbo|16760,0
15762|Lechuga|517,5
15762|Maíz amarillo tradicional|49,46135593220339
15762|Papa todas las variedades|20500,0
15762|Remolacha|2055,0
15763|Agraz - mortiño|0,0
15763|Arveja|79,19999999999999
15763|Arándano|3285,0
15763|Ciruela|2835,0
15763|Durazno o albaricoque|4906,0
15763|Frambuesa|5,1
15763|Frijol|33,5
15763|Granadilla|0,0
15763|Gulupa o cholupa|0,0
15763|Haba|29,8
15763|Mora|1200,0
15763|Papa todas las variedades|40300,0
15764|Arracacha|1420,0
15764|Arveja|520,9514018691589
15764|Cebada|197,6
15764|Cebolla de bulbo|849,0
15764|Lechuga|166,8
15764|Maíz amarillo tradicional|609,2440677966102
15764|Papa criolla|34375,0
15764|Papa todas las variedades|65320,0
15764|Quinua|31,8
15764|Tomate de árbol|2376,0
15764|Trigo|104,35
15764|Zanahoria|27620,0
15774|Agraz - mortiño|12,18
15774|Arracacha|18,92
15774|Arveja|123,78542056074762
15774|Arándano|41,832
15774|Caña miel|10063,0
15774|Cebada|75,23
15774|Durazno o albaricoque|1067,1
15774|Feijoa|48,91
15774|Fresa|149,2
15774|Frijol|123,5
15774|Lulo|140,64
15774|Manzana|29,4
15774|Maíz amarillo tradicional|1734,406779661017
15774|Papa todas las variedades|16791,02
15774|Pera|29,34
15774|Tomate de árbol|477,315
15774|Trigo|265,27
15774|Yuca consumo en fresco|45,24
15776|Arveja|48,60046728971964
15776|Arándano|94,0
15776|Cebolla de bulbo|4658,0
15776|Curuba|2316,0
15776|Fresa|530,4
15776|Frijol|9,95349650349651
15776|Gulupa o cholupa|4160,0
15776|Habichuela|120,0
15776|Higo|24,599999999999998
15776|Maíz amarillo tradicional|47,17115254237291
15776|Olivo|144,0
15776|Otros cultivos para condimentos, bebidas medicinales y aromáticas|21,0
15776|Papa todas las variedades|8102,8
15776|Pimentón|1020,5
15776|Sábila|440,0
15776|Tomate de árbol|1118,0
15776|Tomate invernadero|109488,798
15776|Uva|131,6
15778|Aguacate Hass|45,5
15778|Aguacate demás variedades|0,0
15778|Ahuyama|219,2
15778|Arracacha|60,0
15778|Arveja|383,3
15778|Banano consumo interno|20,0
15778|Café|25,64
15778|Caña miel|1416,0
15778|Caña panelera|2300,0
15778|Durazno o albaricoque|35,0
15778|Fique|0,0
15778|Frijol|376,0
15778|Garbanzo|11,1
15778|Granadilla|30,0
15778|Guayaba|0,0
15778|Gulupa o cholupa|0,0
15778|Haba|7,973451327433629
15778|Habichuela|229,0
15778|Limón Mandarino|0,0
15778|Limón Tahití|0,0
15778|Lulo|340,23
15778|Macadamia|24,0
15778|Maracuyá|48,66
15778|Maíz amarillo tradicional|1126,764406779661
15778|Maíz blanco tradicional|22,0
15778|Mora|18,0
15778|Papa todas las variedades|45,0
15778|Pepino cohombro|428,2
15778|Pepino guiso|189,0
15778|Pimentón|51,2
15778|Plátano consumo interno|31,67
15778|Sábila|16,0
15778|Tomate|24,0
15778|Tomate invernadero|787,0
15778|Yuca consumo en fresco|0,0
15790|Arveja|117,32710280373836
15790|Arándano|0,0
15790|Cebada|50,8
15790|Ciruela|69,0
15790|Durazno o albaricoque|207,0
15790|Fresa|27,0
15790|Frijol|57,2587412587412
15790|Haba|9,13805309734513
15790|Manzana|49,5
15790|Maíz amarillo tradicional|46,9226440677966
15790|Otras hortalizas|2,08
15790|Papa criolla|352,05
15790|Papa todas las variedades|3699,11
15790|Pera|138,0
15790|Trigo|133,394
15798|Ahuyama|296,8
15798|Arracacha|755,5
15798|Arveja|67,2570093457944
15798|Banano consumo interno|112,2
15798|Berenjena|31,5
15798|Café|133,32
15798|Caña miel|5584,0
15798|Frijol|279,6328671328671
15798|Garbanzo|0,833
15798|Gulupa o cholupa|468,1
15798|Habichuela|716,0
15798|Lulo|175,98
15798|Maracuyá|448,02
15798|Maíz amarillo tradicional|838,528813559322
15798|Pepino cohombro|736,3
15798|Pepino guiso|1091,9
15798|Pimentón|873,76
15798|Tomate|1127,0
15798|Tomate invernadero|3942,3
15804|Aguacate Hass|254,0
15804|Ahuyama|487,0
15804|Arracacha|3250,0
15804|Arveja|425,5897196261683
15804|Caña miel|81064,0
15804|Ciruela|7678,0
15804|Curuba|500,0
15804|Durazno o albaricoque|2028,0
15804|Feijoa|2001,0
15804|Frijol|245,0
15804|Gulupa o cholupa|0,0
15804|Lulo|2016,0
15804|Manzana|32880,0
15804|Maíz amarillo tradicional|1253,898305084746
15804|Papa todas las variedades|11408,0
15804|Pepino guiso|294,0
15804|Pera|62674,0
15804|Tomate de árbol|2120,0
15804|Tomate invernadero|484,0
15804|Uchuva|798,0
15806|Arveja|28,1588785046729
15806|Cebolla de bulbo|27150,0
15806|Durazno o albaricoque|48,0
15806|Feijoa|552,0
15806|Higo|36,0
15806|Manzana|0,0
15806|Maíz amarillo tradicional|84,0254237288136
15806|Otras hortalizas|1204,0
15806|Papa todas las variedades|5575,0
15806|Quinua|11,5
15806|Tomate invernadero|26650,0
15806|Trigo|9,0
15808|Arracacha|4,09
15808|Arveja|53,28457943925234
15808|Cebolla de bulbo|1022,2
15808|Curuba|187,0
15808|Durazno o albaricoque|87,0
15808|Fresa|210,0
15808|Frijol|25,48307692307693
15808|Gulupa o cholupa|65,0
15808|Habichuela|108,2
15808|Maíz amarillo tradicional|104,5474576271186
15808|Mora|56,5
15808|Papa criolla|100,0
15808|Papa todas las variedades|1974,8
15808|Pimentón|231,25
15808|Tomate de árbol|99,6
15808|Tomate invernadero|6517,0
15810|Aguacate demás variedades|102,00999999999999
15810|Caña panelera|1205,0
15810|Durazno o albaricoque|4930,0
15810|Frijol|27,0
15810|Habichuela|9,0
15810|Mango demás variedades|51,0
15810|Maíz amarillo tecnificado|81,9
15810|Maíz amarillo tradicional|257,2
15810|Maíz blanco tecnificado|24,4
15810|Melón|593,0
15810|Papa criolla|21,8
15810|Papa todas las variedades|54,0
15810|Pimentón|432,0
15810|Tomate|567,0
15810|Tomate invernadero|1080,0
15810|Yuca consumo en fresco|99,0
15814|Arveja|1924,084112149533
15814|Cebada|2564,1
15814|Cebolla de bulbo|55979,0
15814|Fresa|3990,0
15814|Lechuga|3085,0
15814|Maíz amarillo tradicional|410,3449152542373
15814|Otras hortalizas|1850,0
15814|Papa todas las variedades|186070,0
15814|Quinua|37,0
15814|Trigo|1197,1
15816|Aguacate demás variedades|160,0
15816|Banano consumo interno|523,0
15816|Café|1764,3476
15816|Caña panelera|713440,0
15816|Frijol|105,9
15816|Maíz amarillo tradicional|438,813559322034
15816|Papa criolla|109,15
15816|Papa todas las variedades|178,0
15816|Plátano consumo interno|1872,2
15816|Yuca consumo en fresco|3756,0
15820|Arveja|97,1598130841122
15820|Cebada|47,91
15820|Cebolla de bulbo|1066,0
15820|Ciruela|28,711271544
15820|Durazno o albaricoque|44,703423695
15820|Manzana|19,820918364
15820|Maíz amarillo tradicional|166,1796610169491
15820|Papa todas las variedades|3321,0
15820|Pera|73,550435376
15820|Tomate de árbol|816,0
15820|Tomate invernadero|2460,0
15820|Trigo|68,75
15822|Arveja|1999,88785046729
15822|Cebolla de bulbo|560,5
15822|Cebolla de rama|12965,0
15822|Fresa|397,5
15822|Haba|171,6814159292035
15822|Papa todas las variedades|26540,0
15822|Uchuva|22,5
15822|Zanahoria|1162,5
15832|Aguacate demás variedades|3042,0
15832|Arazá|96,0
15832|Cacao|9,6
15832|Café|86,9992
15832|Frijol|24,0
15832|Guanábana|12834,0
15832|Guayaba|15760,5
15832|Mandarina demás variedades|474,0
15832|Maíz amarillo tradicional|313,6
15832|Naranja demás variedades|1277,0
15832|Pitahaya|92,0
15832|Plátano consumo interno|984,0
15832|Yuca consumo en fresco|1248,0
15835|Arracacha|950,0
15835|Arveja|132,38317757009347
15835|Cebolla de bulbo|1513,0
15835|Ciruela|9130,0
15835|Curuba|18677,0
15835|Durazno o albaricoque|663,57
15835|Frijol|183,6
15835|Haba|7,7876106194690315
15835|Manzana|1408,0
15835|Maíz amarillo tradicional|204,43220338983056
15835|Papa todas las variedades|32940,0
15835|Pera|170,0
15835|Tomate de árbol|1116,0
15835|Tomate invernadero|4555,0
15835|Zanahoria|627,0
15837|Arveja|60,28037383177554
15837|Arándano|134,0
15837|Avena|460,0
15837|Cebada|213,5
15837|Cebolla de bulbo|20140,0
15837|Cilantro|99,0
15837|Ciruela|150,0
15837|Durazno o albaricoque|1294,0
15837|Fresa|2660,0
15837|Frijol|35,38461538461539
15837|Manzana|60,0
15837|Maíz amarillo tradicional|86,4152542372881
15837|Mora|135,0
15837|Otras hortalizas|133,0
15837|Papa todas las variedades|12470,0
15837|Quinua|112,8
15837|Tomate de árbol|291,0
15837|Trigo|258,0
15837|Uchuva|84,0
15837|Zanahoria|184,0
15839|Arveja|87,5282242990655
15839|Brevo|70,6
15839|Cebada|24,740000000000002
15839|Cebolla de rama|132,66
15839|Fresa|190,8
15839|Frijol|10,55664335664336
15839|Haba|29,32088495575221
15839|Maíz amarillo tradicional|19,077457627118648
15839|Mora|37,0
15839|Otras hortalizas|435,1
15839|Papa criolla|2831,7
15839|Papa todas las variedades|57605,0
15839|Pera|156,0
15839|Trigo|17,259999999999998
15839|Uchuva|74,25
15839|Zanahoria|2624,4
15842|Acelga|0,8
15842|Aguacate demás variedades|0,48
15842|Arracacha|82,0
15842|Arveja|105,9028037383178
15842|Arándano|30,0
15842|Café|21,9
15842|Caña miel|5403,2
15842|Ciruela|8,0
15842|Coliflor|0,30000000000000004
15842|Curuba|2830,0
15842|Durazno o albaricoque|6,0
15842|Espinaca|0,4
15842|Fresa|157,5
15842|Frijol|789,5292307692309
15842|Granadilla|77,2
15842|Guatila|17,2
15842|Haba|20,38053097345133
15842|Hibias, ocas|0,4
15842|Lechuga|0,15
15842|Lulo|7,0
15842|Manzana|11,5
15842|Maíz amarillo tradicional|113,046779661017
15842|Mora|145,8
15842|Nabo|0,5
15842|Otras hortalizas|1,8
15842|Papa criolla|421,0
15842|Papa todas las variedades|87551,0
15842|Quinua|0,30000000000000004
15842|Tomate de árbol|1083,5
15842|Uchuva|1316,5
15861|Arracacha|944,0
15861|Arveja|129,9420560747664
15861|Arándano|738,0
15861|Cebolla de bulbo|3979,0
15861|Ciruela|46,0
15861|Frijol|34,86601398601399
15861|Maíz amarillo tradicional|48,24152542372879
15861|Mora|372,0
15861|Otras hortalizas|411,0
15861|Papa criolla|7692,0
15861|Papa todas las variedades|317900,0
15861|Tomate de árbol|1525,0
15861|Uchuva|2767,0
15861|Zanahoria|86700,0
15879|Ahuyama|24,4
15879|Arracacha|490,20000000000005
15879|Arveja|99,995046728972
15879|Cilantro|67,06
15879|Durazno o albaricoque|15,786
15879|Feijoa|55,976
15879|Fresa|226,82799999999997
15879|Lulo|11,375
15879|Maíz amarillo tradicional|126,0460169491527
15879|Mora|519,5
15879|Papa criolla|2644,19
15879|Papa todas las variedades|39511,57
15879|Tomate de árbol|734,54
15879|Uchuva|377,1
15879|Zanahoria|283,09999999999997
15897|Aguacate Hass|7,8
15897|Café|2792,874
15897|Caña miel|14010,0
15897|Frijol|1985,5
15897|Granadilla|226,5
15897|Gulupa o cholupa|656,0
15897|Lulo|303,0
15897|Maíz blanco tradicional|19,8
15897|Mora|125,0
15897|Pitahaya|450,0
15897|Plátano consumo interno|1052,4
15897|Tomate invernadero|1628,0
17001|Aguacate Hass|6405,8
17001|Aguacate Papelillo|3992,42
17001|Banano consumo interno|3252,5
17001|Cacao|117,6
17001|Café|15286,8563
17001|Caña panelera|3150,0
17001|Cebolla de rama|82,87383
17001|Cilantro|126,80864
17001|Frijol|82,905
17001|Guayaba|6896,0
17001|Gulupa o cholupa|98,6
17001|Lechuga|49,8771
17001|Limón Tahití|7303,8
17001|Mandarina Arrayana y/o Oneco|2035,68
17001|Maíz amarillo tradicional|81,63889830508474
17001|Naranja Valencia|20498,96
17001|Papa todas las variedades|8782,0
17001|Pimentón|8,9852
17001|Plátano consumo interno|70298,5
17001|Repollo|64,6308
17001|Sábila|157,5
17001|Tomate|1060,11346
17013|Aguacate Hass|76601,945
17013|Aguacate Papelillo|2669,81
17013|Aguacate demás variedades|12569,655
17013|Arveja|206,9416822429908
17013|Banano consumo interno|2325,0
17013|Café|9677,6992
17013|Caña panelera|111100,0
17013|Cilantro|887,0
17013|Fique|6,0
17013|Fresa|228,0
17013|Frijol|242,2
17013|Granadilla|1620,0
17013|Gulupa o cholupa|842,25
17013|Iraca|121,0
17013|Limón Pajarito|1078,5856589
17013|Limón Tahití|3233,5493494
17013|Lulo|2925,0
17013|Mandarina Arrayana y/o Oneco|11485,731136499999
17013|Maíz amarillo tradicional|264,13
17013|Maíz blanco tradicional|130,2
17013|Mora|42276,0
17013|Naranja Valencia|64790,48105661
17013|Naranja demás variedades|450,742425254
17013|Papa todas las variedades|219,0
17013|Plátano consumo interno|14830,0
17013|Repollo|1588,0
17013|Tomate|2519,0
17013|Tomate de árbol|2852,3
17042|Aguacate Hass|12239,0
17042|Aguacate Papelillo|186,0
17042|Aguacate demás variedades|0,0
17042|Cacao|713,86
17042|Café|11989,5958
17042|Caña de azúcar|14997,51
17042|Caña panelera|12784,0
17042|Cebolla de rama|61,2
17042|Cilantro|27,23
17042|Espárrago|1122,0
17042|Frijol|39,58
17042|Guanábana|216,0
17042|Guayaba|110,0
17042|Limón Tahití|4366,686922
17042|Lulo|36,0
17042|Mandarina Arrayana y/o Oneco|2770,5743325
17042|Maíz amarillo tecnificado|187,4
17042|Maíz amarillo tradicional|225,5
17042|Maíz blanco tecnificado|78,75
17042|Maíz blanco tradicional|41,8
17042|Naranja Valencia|29456,957193000002
17042|Piña demás variedades|281,0
17042|Plátano consumo interno|119220,0
17042|Tomate|694,38
17042|Tomate invernadero|1792,0
17050|Aguacate Hass|57006,0
17050|Aguacate Papelillo|182,39999999999998
17050|Arveja|60,65654205607477
17050|Café|4005,2608
17050|Caña panelera|10350,0
17050|Cebolla de rama|287,0
17050|Fique|15,0
17050|Frijol|854,0517482517483
17050|Granadilla|54,0
17050|Gulupa o cholupa|1065,0
17050|Lulo|292,0
17050|Maíz amarillo tradicional|69,73916949152542
17050|Maíz blanco tradicional|27,83728813559321
17050|Plátano consumo interno|7200,0
17050|Repollo|744,0
17050|Tomate|674,0
17050|Tomate de árbol|96,0
17088|Aguacate Papelillo|635,6800000000001
17088|Aguacate demás variedades|9773,36
17088|Banano consumo interno|1400,0
17088|Cacao|1747,25
17088|Café|6476,0158
17088|Caña de azúcar|33258,04
17088|Caña panelera|6111,6
17088|Frijol|21,9
17088|Guanábana|94,5
17088|Guayaba|100,25
17088|Limón Tahití|984,2137789190001
17088|Lulo|147,0
17088|Mandarina Arrayana y/o Oneco|420,0
17088|Maracuyá|171,075
17088|Maíz amarillo tecnificado|226,0
17088|Maíz amarillo tradicional|81,0
17088|Naranja Valencia|5834,365512492
17088|Naranja demás variedades|22,672148569999997
17088|Papaya demás variedades|233,0
17088|Plátano consumo interno|117950,0
17088|Tomate invernadero|338,0
17174|Aguacate Papelillo|15456,0
17174|Aguacate demás variedades|544,0
17174|Cacao|71,3
17174|Café|7561,2463
17174|Caña panelera|8910,0
17174|Frijol|13,078321678321677
17174|Guayaba|2958,0
17174|Habichuela|42,75
17174|Limón Pajarito|1185,783066308
17174|Limón Tahití|3977,891083232
17174|Mandarina Arrayana y/o Oneco|15137,2856575
17174|Maíz amarillo tecnificado|16,7796610169492
17174|Maíz amarillo tradicional|10,611864406779667
17174|Maíz blanco tecnificado|100,0
17174|Maíz blanco tradicional|4,288983050847458
17174|Naranja Valencia|53228,97217
17174|Naranja demás variedades|242,65454797
17174|Otras hortalizas|11,5
17174|Plátano consumo interno|35750,0
17174|Yuca consumo en fresco|0,0
17272|Aguacate Hass|569,7
17272|Café|5325,0404
17272|Caña panelera|230554,0
17272|Frijol|288,4139860139861
17272|Maíz amarillo tradicional|238,061440677966
17272|Plátano consumo interno|19708,0
17380|Aguacate demás variedades|62,2
17380|Ahuyama|497,0
17380|Guanábana|71,6
17380|Guayaba|89,8
17380|Limón Pajarito|550,0
17380|Limón Tahití|78,0
17380|Mango demás variedades|136,0
17380|Maíz amarillo tradicional|63,41949152542373
17380|Maíz blanco tradicional|15,114915254237289
17380|Naranja demás variedades|94,4
17380|Palma de aceite|377,820512820513
17380|Papaya Hawaiana, Maradol, Melona, redonda y/o Tainung|1185,0
17380|Patilla|262,6
17380|Plátano consumo interno|1124,8
17380|Yuca consumo en fresco|447,5
17388|Aguacate Hass|629,0
17388|Aguacate demás variedades|1000,0
17388|Cacao|32,8
17388|Café|2184,2905
17388|Caña panelera|21535,0
17388|Frijol|131,05
17388|Limón Pajarito|0,554524992
17388|Limón Tahití|5,42795202
17388|Mandarina Arrayana y/o Oneco|19,71639321
17388|Maíz amarillo tecnificado|111,11186440677966
17388|Maíz amarillo tradicional|120,58983050847458
17388|Naranja Valencia|103,919720556
17388|Plátano consumo interno|4896,0
17388|Tomate|110,0
17433|Aguacate Hass|6117,119999999999
17433|Aguacate Papelillo|483,0
17433|Aguacate demás variedades|43763,5272
17433|Café|9754,734400000001
17433|Caña panelera|100250,0
17433|Cebolla de rama|16,8
17433|Cilantro|8,059999999999999
17433|Frijol|57,65874125874126
17433|Gulupa o cholupa|38,5
17433|Habichuela|1,6400000000000001
17433|Maíz amarillo tradicional|40,7364406779661
17433|Mora|20,5
17433|Pepino cohombro|2,0
17433|Plátano consumo interno|8051,25
17433|Repollo|6,4
17433|Tomate invernadero|1521,8
17433|Zanahoria|5,0
17442|Aguacate demás variedades|12,0
17442|Banano consumo interno|1560,0
17442|Café|866,5799999999999
17442|Caña panelera|12140,0
17442|Cebolla de bulbo|9,25
17442|Cebolla de rama|10,2
17442|Cilantro|17,4
17442|Guanábana|10,0
17442|Lechuga|6,05
17442|Limón Pajarito|2,1203630774500004
17442|Limón Tahití|26,993542424
17442|Mandarina Arrayana y/o Oneco|2,99837682672
17442|Naranja Valencia|19,01490431391
17442|Naranja demás variedades|12,604402133
17442|Pepino cohombro|7,35
17442|Pimentón|6,1
17442|Plátano consumo interno|3230,0
17442|Remolacha|8,2
17442|Repollo|12,1
17442|Tomate|64,0
17442|Yuca consumo en fresco|12,0
17442|Zanahoria|7,15
17444|Aguacate Hass|2241,79
17444|Aguacate Papelillo|823,9
17444|Aguacate demás variedades|6275,64
17444|Cacao|235,79999999999998
17444|Café|6751,4336
17444|Caña panelera|30638,0
17444|Frijol|17,31895104895105
17444|Maíz amarillo tradicional|15,669
17444|Maíz blanco tradicional|9,2
17444|Plátano consumo interno|5061,43
17444|Tomate|679,3
17444|Tomate invernadero|1627,0
17446|Aguacate Hass|442,38
17446|Aguacate Papelillo|56,0
17446|Aguacate demás variedades|2527,49
17446|Arveja|25,3
17446|Café|376,49600000000004
17446|Caña panelera|5430,8
17446|Cebolla de rama|139,5
17446|Cilantro|24,77
17446|Frijol|101,8
17446|Maíz amarillo tradicional|50,9
17446|Maíz blanco tradicional|18,1
17446|Otras hortalizas|20,0
17446|Papa criolla|210,0
17446|Papa todas las variedades|1100,0
17446|Plátano consumo interno|368,0
17446|Repollo|20,0
17446|Zanahoria|16,0
17486|Aguacate Hass|53715,36
17486|Aguacate Papelillo|4314,4
17486|Aguacate demás variedades|329,28499999999997
17486|Arveja|57,30747663551403
17486|Banano consumo interno|4752,0
17486|Cacao|97,19999999999999
17486|Café|8332,810000000001
17486|Caña panelera|78840,0
17486|Cebolla de rama|43,0
17486|Frijol|52,7272727272727
17486|Guayaba|1734,0
17486|Gulupa o cholupa|294,0
17486|Habichuela|330,0
17486|Limón Pajarito|289,46951538
17486|Limón Tahití|1077,822000617
17486|Mandarina Arrayana y/o Oneco|3391,0785513862
17486|Maíz amarillo tradicional|8,11016949152542
17486|Naranja Valencia|14625,927004426001
17486|Naranja demás variedades|56,82646411128
17486|Otras hortalizas|226,5
17486|Pimentón|344,0
17486|Plátano consumo interno|22005,72
17486|Repollo|108,0
17486|Tomate|2051,0
17495|Aguacate Papelillo|1476,0144
17495|Aguacate demás variedades|3297,715
17495|Cacao|762,96
17495|Caña panelera|1319,84
17495|Frijol|14,0
17495|Guanábana|531,72
17495|Guayaba|63,5
17495|Limón Pajarito|43,13434169004
17495|Limón Tahití|151,49104242176
17495|Mandarina Arrayana y/o Oneco|294,5038670678
17495|Mangostino|17,4
17495|Maíz amarillo tradicional|31,75
17495|Maíz blanco tradicional|8,5
17495|Naranja Valencia|144,918
17495|Naranja demás variedades|9,42535123967
17495|Plátano consumo interno|3215,82
17495|Yuca consumo en fresco|45,0
17513|Aguacate Hass|81072,32
17513|Aguacate Papelillo|5561,0
17513|Aguacate demás variedades|24634,53
17513|Café|6529,1826
17513|Caña panelera|30000,0
17513|Frijol|1014,0
17513|Lulo|2520,0
17513|Maíz amarillo tradicional|850,0
17513|Maíz blanco tradicional|248,11
17513|Plátano consumo interno|79920,0
17524|Aguacate Papelillo|5677,7
17524|Banano consumo interno|3900,0
17524|Cacao|113,0
17524|Café|4940,0844
17524|Frijol|43,3
17524|Guanábana|0,0
17524|Guayaba|9717,5
17524|Habichuela|689,0
17524|Limón Tahití|11249,935637535
17524|Macadamia|57,7
17524|Mandarina Arrayana y/o Oneco|3920,29504373
17524|Maíz amarillo tradicional|565,2627118644068
17524|Naranja Valencia|11297,900922
17524|Naranja demás variedades|0,0
17524|Pepino cohombro|1012,0
17524|Plátano consumo interno|20432,0
17524|Tomate|2040,0
17524|Zapote|18,6
17541|Aguacate Hass|119,69999999999999
17541|Aguacate Papelillo|43,3
17541|Aguacate demás variedades|4921,0
17541|Ahuyama|575,0
17541|Arracacha|381,0
17541|Arveja|27,0
17541|Cacao|74,8
17541|Café|8531,3326
17541|Caña panelera|49660,0
17541|Cebolla de rama|1158,5
17541|Cilantro|345,0
17541|Frijol|79,9386013986014
17541|Guanábana|26,1
17541|Habichuela|132,0
17541|Limón Pajarito|1,0739300612
17541|Limón Tahití|3,5401337454
17541|Lulo|17,0
17541|Mandarina Arrayana y/o Oneco|7,40526535
17541|Maíz amarillo tradicional|41,379999999999995
17541|Maíz blanco tradicional|7,62
17541|Mora|37,0
17541|Naranja Valencia|105,549271793
17541|Papa todas las variedades|1219,2
17541|Plátano consumo interno|1839,0
17541|Repollo|10,0
17541|Tomate|15,0
17541|Tomate invernadero|1940,0
17614|Aguacate Hass|15539,3
17614|Banano consumo interno|2784,0
17614|Cacao|291,9
17614|Café|5565,3978
17614|Caña panelera|145726,0
17614|Chontaduro|2807,0
17614|Frijol|76,66713286713289
17614|Gulupa o cholupa|57,5
17614|Limón Tahití|108,0
17614|Lulo|110,0
17614|Maíz amarillo tradicional|45,09661016949152
17614|Maíz blanco tradicional|6,0
17614|Mora|1159,8
17614|Otras hortalizas|3,75
17614|Plátano consumo interno|19346,0
17614|Tomate|48,0
17614|Tomate de árbol|192,0
17614|Tomate invernadero|272,4
17614|Yuca consumo en fresco|80,0
17616|Aguacate Papelillo|9800,0
17616|Cacao|175,8
17616|Café|7099,2539
17616|Caña de azúcar|15687,0
17616|Caña panelera|8844,0
17616|Frijol|115,0
17616|Guanábana|1920,0
17616|Guayaba|1236,0
17616|Habichuela|12,0
17616|Limón Pajarito|119,65371103
17616|Limón Tahití|734,1749116999999
17616|Lulo|1962,0
17616|Mandarina Arrayana y/o Oneco|3248,893576
17616|Maracuyá|105,0
17616|Maíz amarillo tecnificado|507,0
17616|Maíz amarillo tradicional|105,03372881355934
17616|Maíz blanco tecnificado|151,5
17616|Maíz blanco tradicional|15,24
17616|Naranja Valencia|19358,369016
17616|Naranja demás variedades|51,080161860000004
17616|Pepino cohombro|25,0
17616|Plátano consumo interno|66390,0
17616|Tomate invernadero|176,0
17616|Yuca consumo en fresco|250,0
17653|Aguacate Hass|30114,0
17653|Aguacate Papelillo|113,39999999999999
17653|Café|5193,4400000000005
17653|Caña panelera|130620,0
17653|Fresa|17,8
17653|Frijol|50,96
17653|Maíz amarillo tradicional|36,65
17653|Papa todas las variedades|5696,0
17653|Plátano consumo interno|41244,0
17653|Tomate|559,0
17662|Aguacate demás variedades|7464,0
17662|Cacao|3762,3999999999996
17662|Café|6831,173199999999
17662|Caña panelera|163712,0
